Nr;Titel;Herz.;Bew.;Uitgave;Editie;W.krt;Bijkrt, w.e.;Bijkrt, h.w.;Fys. Kenm.;Stempels;Prov.; op bladindex;Signatuur;Opm.;Kartob.;Bewaard;;
57;Valkenswaard-West;1972;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
57;Valkenswaard-West;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
57;Valkenswaard-West;1976;1985;1986;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker achterzijde i.p.v. stempel;;;;0
57;Valkenswaard-West;1976;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
57;Valkenswaard Oost;1949;;;3;;;;;;Nugter;;;;;;;0
57;Valkenswaard-Oost;1960;;1963;MD;;;;;Topografische dienst kaartenarchief;Nugter;Ja;;Tusseneditie tussen 3e en 4e editie, achterzijde bedrukt;Nee;;;0
57;Valkenswaard-Oost;1973;;1974;4;Ja;;;;;Nugter;Ja;;;;;;0
57;Valkenswaard-Oost;;;1974;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
57;Valkenswaard-Oost;1973;;1974;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
57;Valkenswaard-Oost;;;1974;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
57;Valkenswaard-Oost;1973;1985;1986;5;Ja;;;;;Nugter;Ja;;;;;;0
57;Valkenswaard-Oost;1973;1985;1986;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker achterzijde i.p.v. stempel;;;;0
58;Roermond 1;1889;1890;;1;;;;;Waterstaats kartografie Documentatie;Nugter;;;Eerder gerestaureerd, Aantekening: No 2       No 80;;;;0
58;Roermond 1;1932;;;2;;;;;Archief E.a.l. Nijmegen;Nugter;;;;;;;0
58;Roermond 2;1888;1890;;1;;;;;;Nugter;;;Slappe randen -> scheurrisico;;;;0
58;Roermond 2;1888;1890;;1;;;;;;Nugter;;;Duplicaat!;;;;0
58;Roermond 3;1889;1890;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
58;Roermond 3;1932;;;2;;;;;;Nugter;;;;;;;0
58;Roermond 4;1889;1890;;1;;;;;;Nugter;;;Slappe randen -> scheurrisico;;;;0
58;Roermond 4;1889;1890;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Duplicaat!;;;;0
58;Roermond West;1958;;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt, kartobibliografie stelt herziening in 1959 -> kaart stelt 1958;;;;0
58;Roermond-West;1975;;1976;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
58;Roermond-West;;;1977;4;;W;;;;Nugter;Ja;;;;;;0
58;Roermond-West;;;1976;4;;;H;;;Nugter;Ja;;;;;;0
58;Roermond-West;1975;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
58;Roermond-West;;;1977;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
58;Roermond-West;;;1976;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
58;Roermond-West;1969;1985;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
58;Roermond-West;1969;1985;1987;5;;;H;;;Nugter;;;;;;;0
58;Roermond Oost;1950-1951;;;3;;;;;;Nugter;Ja;;;;;;0
58;Roermond Oost;1976;;1978;4;Ja;;;;;Nugter;Ja;;;;;;0
58;Roermond Oost;;;1978;4;;;H;;;Nugter;Ja;;;;;;0
58;Roermond Oost;1976;;1978;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
58;Roermond Oost;;;1978;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
58;Roermond Oost;1979;1986;1987;5;Ja;;;;;Nugter;;;;;;;0
58;Roermond Oost;1979;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
59;Peer;1965;;1967;4;;;;;;Nugter;Ja;;;;;;0
59;Genk;1973;;1974;MD;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;5e editie?, stempel achterzijde;Nee;;;0
59;Genk;1973;;1974;MD;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
60;Sittard 1;1889;1891;;1;;;;;;Nugter;;;Sittard bestaat uit 3 kwartbladen i.p.v. 4, scheurrisico rechterrand;;;;0
60;Sittard 1;1927;;;2;;;;;Militaire verkenningen;Nugter;;;;;;;0
60;Sittard 2;1889;1890;;1;;;;;;Nugter;;;;;;;0
60;Sittard 2;1927;;;2;;;;;;Nugter;;;;;;;0
60;Sittard 3;1890;1891;;1;;;;;;Nugter;;;;;;;0
60;Sittard 3;1927;;;2;;;;;;Nugter;;;;;;;0
60;Sittard;1953-1954;1958;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
60;Sittard-West;1968;;1969;4;;;;;;Nugter;Ja;;Aantekeningen bovenzijde;;;;0
60;Sittard-West;1979;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
60;Sittard-West;1979;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
60;Sittard-Oost;1968;;1968;4;;;;;;Nugter;Ja;;;;;;0
60;Sittard-Oost;1979;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
60;Sittard-Oost;1979;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
61;Maastricht;1890;1891;;1;;;;;;Nugter;;;Beginnende verzuring, enkel blad uit deze serie -> kleiner gebied;;;;0
61;Maastricht;1933;;;2;;;;;;Nugter;;;;;;;0
61-62;Maastricht;1953;;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
61;Maastricht;1970;;1970;4;;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Aantekeningen rechtsonderin, stempel achterzijde;;;;0
61;Maastricht;1980;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
61;Maastricht;1980;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;;;Sticker gebruikt i.p.v. stempel;;;;0
62;Heerlen 1;1890;1891;;1;;;;;;Nugter;;;Beginnende verzuring randen, Heerlen bestaat uit 3 kwartbladen i.p.v. 4;;;;0
62;Heerlen 1;1928;;;2;;;;;;Nugter;;;;;;;0
62;Heerlen 2;1890;1891;;1;;;;;;Nugter;;;;;;;0
62;Heerlen 2;1930;;;2;;;;;Archief E.a.l. Nijmegen;Nugter;;;;;;;0
62;Heerlen 3;1890;1891;;1;;;;;;Nugter;;;;;;;0
62;Heerlen 3;1930;;;2;;;;;Archief E.a.l. Nijmegen;Nugter;;;;;;;0
62;Heerlen;1954;;;3;;;;;;Nugter;Ja;;Eerdere restauratie -> duidelijke kleine scheurtjes bovenzijde;;;;0
62;Heerlen-West;1969;;1970;4;;;;;;Nugter;Ja;;Aantekeningen rechterzijde;;;;0
62;Heerlen-Oost;1970;;1970;4;;;;;;Nugter;Ja;;Aantekeningen rechterzijde;;;;0
62;Heerlen;1980;1986;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
62;Heerlen;1980;1986;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
